experience_level,employment_type,job_title,salary_in_usd,company_location,company_size
Senior-Level,Full-Time,Data Analyst,144100,US,Medium
Mid-Level,Full-Time,Business Intelligence Analyst,100000,US,Medium
Entry-Level,Full-Time,Data Analyst,60000,US,Medium
Senior-Level,Full-Time,Data Analyst,61300,CA,Medium
Mid-Level,Full-Time,Insight Analyst,43064,GB,Medium
Senior-Level,Full-Time,Machine Learning Engineer,266500,US,Medium
Mid-Level,Full-Time,Data Scientist,120000,US,Medium
Senior-Level,Full-Time,Data Scientist,141525,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,237400,US,Medium
Entry-Level,Full-Time,Business Intelligence Analyst,100000,US,Medium
Senior-Level,Full-Time,NLP Engineer,235000,US,Medium
Senior-Level,Full-Time,Data Manager,105200,US,Medium
Mid-Level,Full-Time,Data Scientist,105000,US,Medium
Senior-Level,Full-Time,Research Scientist,337300,US,Medium
Mid-Level,Full-Time,Data Engineer,46500,GB,Medium
Mid-Level,Full-Time,Data Analyst,160000,US,Medium
Mid-Level,Full-Time,Data Scientist,162000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,309000,US,Medium
Senior-Level,Full-Time,AI Engineer,64781,ES,Medium
Senior-Level,Full-Time,Data Engineer,132300,US,Medium
Senior-Level,Full-Time,Data Scientist,231000,US,Medium
Senior-Level,Full-Time,Data Architect,126300,US,Medium
Mid-Level,Full-Time,Data Engineer,61520,GB,Medium
Mid-Level,Full-Time,Data Manager,127000,US,Medium
Mid-Level,Full-Time,Data Scientist,203500,US,Medium
Senior-Level,Full-Time,Data Analyst,204500,US,Medium
Senior-Level,Full-Time,Data Scientist,138500,CA,Medium
Mid-Level,Full-Time,Applied Scientist,222200,US,Large
Mid-Level,Full-Time,Data Scientist,96313,CA,Small
Senior-Level,Full-Time,Data Management Specialist,110000,US,Medium
Senior-Level,Full-Time,Data Scientist,144000,US,Medium
Executive-Level,Full-Time,Data Engineer,113000,US,Medium
Senior-Level,Full-Time,Data Engineer,190000,US,Medium
Senior-Level,Full-Time,Research Analyst,87400,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,290000,US,Medium
Senior-Level,Full-Time,Data Scientist,225000,US,Medium
Senior-Level,Full-Time,Applied Scientist,159100,US,Large
Senior-Level,Full-Time,Data Engineer,152375,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,200000,US,Medium
Senior-Level,Full-Time,Data Analyst,51824,ES,Medium
Entry-Level,Full-Time,Data Scientist,70000,US,Medium
Senior-Level,Full-Time,ML Engineer,195400,US,Large
Senior-Level,Full-Time,Machine Learning Engineer,184700,US,Medium
Senior-Level,Full-Time,Data Scientist,139500,US,Medium
Mid-Level,Full-Time,Data Analyst,72500,US,Medium
Senior-Level,Full-Time,Data Analyst,140130,US,Medium
Entry-Level,Full-Time,Data Scientist,50000,DE,Medium
Senior-Level,Full-Time,Data Scientist,239748,US,Medium
Senior-Level,Full-Time,Data Engineer,145000,US,Medium
Senior-Level,Full-Time,AI Engineer,83900,US,Medium
Senior-Level,Full-Time,Data Scientist,185900,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,79600,US,Large
Senior-Level,Full-Time,Data Scientist,201000,US,Medium
Entry-Level,Full-Time,Data Engineer,125000,US,Medium
Senior-Level,Full-Time,Data Analyst,128875,US,Medium
Senior-Level,Full-Time,ML Engineer,93300,US,Medium
Senior-Level,Full-Time,Analytics Engineer,115000,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,118200,US,Medium
Senior-Level,Full-Time,Data Scientist,115000,US,Medium
Mid-Level,Full-Time,Data Engineer,148000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,184700,US,Medium
Senior-Level,Full-Time,Data Engineer,129000,US,Medium
Mid-Level,Full-Time,Data Engineer,148000,US,Medium
Senior-Level,Full-Time,AI Architect,330000,US,Medium
Senior-Level,Full-Time,Data Analyst,168000,CA,Medium
Mid-Level,Full-Time,Data Manager,130000,US,Medium
Senior-Level,Full-Time,Data Engineer,100000,US,Medium
Senior-Level,Full-Time,Applied Scientist,136000,US,Large
Senior-Level,Full-Time,Data Engineer,198000,US,Medium
Senior-Level,Full-Time,Applied Scientist,215000,US,Medium
Executive-Level,Full-Time,Data Engineer,191857,US,Medium
Senior-Level,Full-Time,Data Analytics Lead,84000,US,Medium
Senior-Level,Full-Time,Machine Learning Infrastructure Engineer,79976,GB,Medium
Senior-Level,Full-Time,Data Scientist,104000,US,Medium
Entry-Level,Full-Time,Data Analyst,75000,US,Medium
Senior-Level,Full-Time,Data Scientist,160000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,275000,US,Medium
Senior-Level,Full-Time,Data Scientist,111967,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,200000,US,Large
Mid-Level,Full-Time,Analytics Engineer,85000,US,Medium
Senior-Level,Full-Time,Data Science Manager,120000,US,Medium
Mid-Level,Full-Time,Data Engineer,100000,US,Medium
Senior-Level,Full-Time,Data Analyst,110600,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,133333,DE,Medium
Senior-Level,Full-Time,Research Engineer,440000,US,Medium
Entry-Level,Full-Time,Data Engineer,80000,US,Medium
Senior-Level,Full-Time,Data Engineer,150000,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,84600,US,Medium
Entry-Level,Full-Time,Data Analyst,64900,US,Medium
Mid-Level,Full-Time,Analytics Engineer,78000,US,Medium
Mid-Level,Full-Time,Data Analyst,54000,US,Medium
Mid-Level,Full-Time,Data Scientist,35000,IN,Large
Mid-Level,Full-Time,Data Engineer,68000,US,Medium
Senior-Level,Full-Time,Data Scientist,189100,US,Medium
Senior-Level,Full-Time,Data Analyst,55000,US,Medium
Mid-Level,Full-Time,Data Scientist,75000,US,Medium
Senior-Level,Full-Time,Data Scientist,220000,US,Medium
Entry-Level,Full-Time,Data Analyst,90000,US,Medium
Entry-Level,Full-Time,Data Scientist,149800,US,Medium
Senior-Level,Full-Time,Data Analyst,106800,US,Medium
Mid-Level,Full-Time,Data Analyst,73100,US,Medium
Executive-Level,Full-Time,Data Engineer,225000,US,Medium
Senior-Level,Full-Time,Data Operations Specialist,121500,US,Medium
Senior-Level,Full-Time,Data Scientist,183500,US,Medium
Mid-Level,Full-Time,Data Science Consultant,100000,US,Medium
Mid-Level,Full-Time,Data Engineer,170000,US,Medium
Senior-Level,Full-Time,Data Architect,210000,US,Medium
Senior-Level,Full-Time,Data Science Practitioner,122600,US,Medium
Senior-Level,Full-Time,Data Scientist,244800,US,Medium
Mid-Level,Full-Time,Data Scientist,169000,US,Medium
Entry-Level,Full-Time,AI Scientist,45896,DK,Small
Senior-Level,Full-Time,Research Analyst,94600,US,Medium
Mid-Level,Full-Time,Data Manager,130000,US,Medium
Senior-Level,Full-Time,Data Engineer,121700,US,Medium
Senior-Level,Full-Time,Research Scientist,127300,US,Large
Senior-Level,Full-Time,Data Scientist,359170,US,Medium
Senior-Level,Full-Time,Data Science Manager,255000,US,Medium
Senior-Level,Full-Time,Data Scientist,146000,US,Medium
Entry-Level,Full-Time,Data Analyst,94035,US,Medium
Senior-Level,Full-Time,Data Analyst,94000,US,Medium
Senior-Level,Full-Time,Data Scientist,82365,US,Medium
Senior-Level,Full-Time,Data Engineer,252000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,122500,US,Medium
Senior-Level,Full-Time,Data Modeler,130000,US,Medium
Senior-Level,Full-Time,Research Scientist,142200,US,Medium
Senior-Level,Full-Time,Data Engineer,170000,US,Medium
Entry-Level,Full-Time,Research Engineer,98000,US,Medium
Mid-Level,Full-Time,Data Scientist,146000,CA,Medium
Senior-Level,Full-Time,Data Manager,95300,US,Medium
Mid-Level,Full-Time,Data Science,170000,US,Medium
Senior-Level,Full-Time,Data Scientist,150000,US,Medium
Mid-Level,Full-Time,Data Engineer,130000,US,Medium
Senior-Level,Full-Time,Research Engineer,234000,US,Medium
Senior-Level,Full-Time,Data Scientist,130240,US,Medium
Senior-Level,Full-Time,Research Engineer,253000,US,Medium
Senior-Level,Full-Time,Data Engineer,160000,US,Medium
Mid-Level,Full-Time,Data Analyst,65000,US,Medium
Senior-Level,Full-Time,Data Analytics Lead,166000,US,Medium
Mid-Level,Full-Time,Data Analyst,100000,US,Medium
Mid-Level,Full-Time,Data Scientist,168000,US,Medium
Senior-Level,Full-Time,Business Intelligence Manager,106250,GB,Medium
Senior-Level,Full-Time,Data Scientist,173175,CA,Medium
Senior-Level,Full-Time,Data Analyst,74178,US,Medium
Senior-Level,Full-Time,Data Analyst,160000,US,Medium
Mid-Level,Full-Time,Data Analyst,65000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,204500,US,Medium
Senior-Level,Full-Time,Data Manager,110400,US,Medium
Senior-Level,Full-Time,Data Engineer,123600,US,Medium
Senior-Level,Full-Time,Data Scientist,110250,US,Medium
Senior-Level,Full-Time,Data Scientist,101570,US,Medium
Entry-Level,Full-Time,Data Manager,77300,US,Medium
Senior-Level,Full-Time,Data Analyst,75000,US,Medium
Senior-Level,Full-Time,Data Analyst,160000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,296400,US,Medium
Senior-Level,Full-Time,Data Scientist,200000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,231250,US,Medium
Senior-Level,Full-Time,Data Engineer,113750,US,Medium
Executive-Level,Full-Time,Data Engineer,204500,US,Medium
Senior-Level,Full-Time,Data Scientist,165000,US,Medium
Entry-Level,Full-Time,Applied Scientist,166000,US,Medium
Senior-Level,Full-Time,BI Analyst,125000,US,Medium
Senior-Level,Full-Time,Machine Learning Scientist,170000,US,Medium
Senior-Level,Full-Time,Data Engineer,247300,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,180000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,180000,US,Medium
Senior-Level,Full-Time,Data Architect,381500,US,Medium
Senior-Level,Full-Time,Data Science Consultant,29301,TH,Medium
Senior-Level,Full-Time,Analytics Engineer,200000,US,Large
Senior-Level,Full-Time,Data Scientist,38000,US,Medium
Senior-Level,Full-Time,Data Scientist,135000,US,Medium
Senior-Level,Full-Time,Data Architect,102100,US,Medium
Entry-Level,Full-Time,Business Intelligence Analyst,65000,US,Medium
Senior-Level,Full-Time,Research Engineer,170112,US,Medium
Mid-Level,Full-Time,Data Specialist,100000,US,Medium
Entry-Level,Full-Time,Data Analyst,73756,US,Medium
Senior-Level,Full-Time,Data Engineer,199700,US,Medium
Senior-Level,Full-Time,ML Engineer,114979,AU,Large
Executive-Level,Full-Time,Business Intelligence Engineer,172200,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,176100,US,Large
Mid-Level,Full-Time,Data Developer,130000,US,Medium
Entry-Level,Full-Time,Data Scientist,82915,US,Medium
Senior-Level,Full-Time,Data Scientist,210000,US,Medium
Mid-Level,Full-Time,Data Scientist,166000,US,Medium
Senior-Level,Full-Time,Data Architect,306000,US,Medium
Senior-Level,Full-Time,Data Scientist,162000,US,Medium
Mid-Level,Full-Time,Data Engineer,110736,GB,Medium
Senior-Level,Full-Time,Machine Learning Engineer,212000,EG,Medium
Mid-Level,Full-Time,Data Analyst,65000,US,Medium
Mid-Level,Full-Time,Applied Scientist,250000,US,Medium
Senior-Level,Full-Time,Data Engineer,81500,US,Medium
Mid-Level,Full-Time,Data Analyst,165500,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,193600,US,Medium
Entry-Level,Full-Time,Data Scientist,19910,BR,Large
Mid-Level,Full-Time,Data Engineer,167500,US,Medium
Senior-Level,Full-Time,Data Analyst,165000,US,Medium
Mid-Level,Full-Time,Research Engineer,193500,US,Medium
Mid-Level,Full-Time,Business Intelligence Engineer,186846,US,Medium
Mid-Level,Full-Time,Research Scientist,238000,US,Medium
Senior-Level,Full-Time,Data Engineer,170000,US,Medium
Senior-Level,Full-Time,BI Developer,106500,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,125100,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,303400,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,125000,US,Medium
Senior-Level,Full-Time,Data Analyst,200200,US,Medium
Mid-Level,Full-Time,Data Analyst,95000,US,Medium
Senior-Level,Full-Time,AI Architect,99750,US,Medium
Senior-Level,Full-Time,Applied Scientist,260000,US,Large
Mid-Level,Full-Time,Data Scientist,123800,US,Medium
Senior-Level,Full-Time,Analytics Engineer,250000,US,Medium
Senior-Level,Full-Time,Data Scientist,170000,US,Medium
Senior-Level,Full-Time,Research Scientist,145900,US,Medium
Senior-Level,Full-Time,Business Intelligence,172800,US,Medium
Senior-Level,Full-Time,Data Scientist,86700,US,Large
Senior-Level,Full-Time,Data Scientist,122900,US,Large
Senior-Level,Full-Time,ETL Developer,146200,US,Medium
Entry-Level,Full-Time,Data Analyst,140000,US,Medium
Senior-Level,Full-Time,Data Engineer,120000,US,Medium
Senior-Level,Full-Time,Data Scientist,180000,US,Medium
Entry-Level,Full-Time,Data Analyst,50000,US,Medium
Senior-Level,Full-Time,Data Engineer,131414,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,185000,MX,Medium
Entry-Level,Full-Time,Data Analyst,86000,US,Medium
Senior-Level,Full-Time,Data Scientist,212000,US,Medium
Mid-Level,Full-Time,ML Ops Engineer,114800,US,Medium
Senior-Level,Full-Time,Data Scientist,159375,US,Medium
Senior-Level,Full-Time,AI Engineer,180000,US,Medium
Senior-Level,Full-Time,Data Analyst,115000,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,225000,US,Medium
Senior-Level,Full-Time,Data Analyst,120000,US,Medium
Senior-Level,Full-Time,Data Scientist,51000,US,Medium
Senior-Level,Full-Time,BI Analyst,112655,US,Medium
Mid-Level,Full-Time,Data Scientist,90734,DE,Large
Mid-Level,Full-Time,Data Engineer,260000,US,Medium
Mid-Level,Full-Time,Data Science,86000,US,Medium
Senior-Level,Full-Time,Computer Vision Engineer,184590,US,Medium
Mid-Level,Full-Time,Data Engineer,308000,US,Medium
Mid-Level,Full-Time,Data Engineer,155000,US,Medium
Senior-Level,Full-Time,Data Engineer,190100,US,Medium
Senior-Level,Full-Time,Data Scientist,191000,US,Medium
Senior-Level,Full-Time,Research Scientist,374000,US,Medium
Senior-Level,Full-Time,Data Scientist,228000,US,Medium
Entry-Level,Full-Time,Data Analyst,86000,US,Medium
Senior-Level,Full-Time,BI Developer,135000,US,Medium
Senior-Level,Full-Time,AI Engineer,95325,US,Medium
Senior-Level,Full-Time,Data Analyst,106000,US,Medium
Senior-Level,Full-Time,Data Scientist,183500,US,Medium
Senior-Level,Full-Time,Data Analyst,150000,US,Medium
Mid-Level,Full-Time,Business Intelligence Specialist,68274,US,Medium
Senior-Level,Full-Time,Data Engineer,150000,US,Medium
Senior-Level,Full-Time,Data Engineer,72000,US,Medium
Senior-Level,Full-Time,Data Engineer,154000,US,Medium
Senior-Level,Full-Time,Research Scientist,345000,US,Medium
Senior-Level,Full-Time,Data Visualization Engineer,83900,US,Medium
Senior-Level,Full-Time,Research Scientist,164000,US,Medium
Mid-Level,Full-Time,Computer Vision Software Engineer,95746,US,Small
Senior-Level,Full-Time,Data Engineer,136600,US,Medium
Senior-Level,Full-Time,Data Analyst,74400,US,Medium
Senior-Level,Full-Time,Data Analyst,122000,US,Medium
Senior-Level,Full-Time,Data Scientist,235000,US,Medium
Senior-Level,Full-Time,Data Scientist,91237,AT,Small
Senior-Level,Full-Time,Research Engineer,156400,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,219000,US,Large
Senior-Level,Full-Time,Data Analyst,83576,US,Medium
Senior-Level,Full-Time,Data Analyst,104300,US,Large
Senior-Level,Full-Time,Machine Learning Engineer,92000,AR,Medium
Senior-Level,Full-Time,Data Scientist,189750,US,Medium
Senior-Level,Full-Time,Data Engineer,112200,US,Medium
Senior-Level,Full-Time,Data Infrastructure Engineer,143000,US,Medium
Mid-Level,Full-Time,Data Engineer,129300,US,Medium
Mid-Level,Full-Time,Data Manager,115500,US,Medium
Mid-Level,Full-Time,Data Engineer,118400,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,212800,US,Medium
Mid-Level,Full-Time,ML Engineer,180000,US,Medium
Mid-Level,Full-Time,Data Scientist,53133,GB,Medium
Senior-Level,Full-Time,Data Scientist,172256,GB,Medium
Mid-Level,Full-Time,AI Engineer,120000,US,Medium
Senior-Level,Full-Time,Machine Learning Scientist,157250,US,Medium
Entry-Level,Full-Time,Machine Learning Engineer,162240,US,Medium
Senior-Level,Full-Time,Data Scientist,180000,US,Medium
Senior-Level,Full-Time,Data Analyst,140000,US,Medium
Senior-Level,Full-Time,Data Scientist,153000,US,Medium
Entry-Level,Full-Time,Data Analyst,75065,US,Medium
Senior-Level,Full-Time,Analytics Engineer,179820,US,Medium
Executive-Level,Full-Time,Data Engineer,220000,US,Medium
Senior-Level,Full-Time,Data Scientist,68750,US,Medium
Mid-Level,Full-Time,Data Engineer,84053,ES,Medium
Senior-Level,Full-Time,Data Scientist,146900,US,Medium
Senior-Level,Full-Time,Data Scientist,130000,US,Medium
Senior-Level,Full-Time,Data Scientist,225000,US,Medium
Executive-Level,Full-Time,Director of Data Science,353200,US,Medium
Senior-Level,Full-Time,Data Engineer,132100,US,Large
Senior-Level,Full-Time,Data Scientist,168800,US,Medium
Mid-Level,Full-Time,Data Engineer,114000,US,Medium
Senior-Level,Full-Time,Decision Scientist,129300,US,Medium
Mid-Level,Full-Time,Applied Scientist,170000,US,Medium
Senior-Level,Full-Time,Data Analyst,125000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,280000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,204500,US,Medium
Senior-Level,Full-Time,Research Engineer,155850,US,Medium
Senior-Level,Full-Time,Machine Learning Scientist,157250,US,Medium
Senior-Level,Full-Time,Data Engineer,132320,US,Medium
Mid-Level,Full-Time,Analytics Engineer,100000,US,Medium
Mid-Level,Full-Time,Data Engineer,45775,GB,Medium
Senior-Level,Full-Time,Machine Learning Engineer,109400,US,Medium
Mid-Level,Full-Time,Data Engineer,235000,US,Medium
Entry-Level,Full-Time,Machine Learning Engineer,20000,IN,Small
Senior-Level,Full-Time,Data Engineer,160000,US,Medium
Mid-Level,Full-Time,Data Engineer,148100,US,Medium
Senior-Level,Full-Time,Data Engineer,123906,US,Medium
Senior-Level,Full-Time,ML Engineer,167200,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,110000,US,Large
Senior-Level,Full-Time,Data Scientist,215300,US,Large
Mid-Level,Full-Time,Data Engineer,116200,US,Medium
Senior-Level,Full-Time,Data Engineer,65000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,190400,US,Medium
Senior-Level,Full-Time,MLOps Engineer,247300,US,Medium
Senior-Level,Full-Time,Data Engineer,133300,US,Medium
Mid-Level,Full-Time,Research Scientist,200000,US,Medium
Senior-Level,Full-Time,Data Scientist,145000,US,Medium
Senior-Level,Full-Time,Research Scientist,136000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,205318,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,170000,US,Medium
Senior-Level,Full-Time,Data Scientist,185900,US,Medium
Senior-Level,Full-Time,Data Scientist,120000,US,Large
Senior-Level,Full-Time,Data Architect,81800,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,140100,US,Medium
Senior-Level,Full-Time,Data Science,133200,US,Medium
Senior-Level,Full-Time,Data Science Consultant,122000,US,Medium
Mid-Level,Full-Time,Data Scientist,108560,US,Medium
Mid-Level,Full-Time,Data Analyst,81200,US,Medium
Senior-Level,Full-Time,Data Analyst,86193,GB,Medium
Mid-Level,Full-Time,Business Intelligence Analyst,153800,US,Medium
Senior-Level,Full-Time,Applied Scientist,136000,US,Large
Senior-Level,Full-Time,Machine Learning Engineer,280000,US,Medium
Senior-Level,Full-Time,Research Scientist,50000,US,Small
Entry-Level,Full-Time,Data Engineer,43064,GB,Medium
Senior-Level,Full-Time,Data Scientist,273500,US,Medium
Mid-Level,Full-Time,Data Engineer,146000,US,Medium
Senior-Level,Full-Time,Data Analyst,85500,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,180000,US,Medium
Senior-Level,Full-Time,Data Analyst,82000,US,Medium
Senior-Level,Full-Time,Business Intelligence Developer,147500,US,Medium
Mid-Level,Full-Time,Research Scientist,102000,US,Medium
Executive-Level,Full-Time,Head of Data,329500,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,218000,US,Medium
Senior-Level,Full-Time,Business Intelligence,134900,US,Medium
Mid-Level,Full-Time,Business Data Analyst,18314,IN,Large
Senior-Level,Full-Time,Data Scientist,180000,US,Medium
Mid-Level,Full-Time,Lead Data Scientist,115000,AE,Large
Executive-Level,Full-Time,Data Engineer,135000,US,Medium
Senior-Level,Full-Time,Data Developer,71000,CA,Medium
Mid-Level,Full-Time,Research Scientist,450000,US,Medium
Executive-Level,Full-Time,Data Scientist,200000,US,Medium
Senior-Level,Full-Time,Data Analyst,68400,US,Medium
Senior-Level,Full-Time,Data Analyst,95000,US,Medium
Mid-Level,Full-Time,AI Scientist,54000,KR,Small
Senior-Level,Full-Time,Data Engineer,168600,US,Medium
Executive-Level,Full-Time,Data Science Engineer,160000,US,Medium
Senior-Level,Full-Time,Data Analyst,160000,US,Medium
Senior-Level,Full-Time,Research Scientist,144600,US,Medium
Entry-Level,Full-Time,Data Scientist,29751,IN,Large
Mid-Level,Full-Time,Data Engineer,75000,US,Medium
Senior-Level,Full-Time,Data Engineer,145000,US,Medium
Executive-Level,Full-Time,Data Engineer,314000,CA,Medium
Senior-Level,Full-Time,Data Engineer,124500,US,Medium
Mid-Level,Full-Time,Data Engineer,175000,US,Medium
Mid-Level,Full-Time,Data Scientist,179000,US,Medium
Senior-Level,Full-Time,Data Scientist,187000,US,Medium
Mid-Level,Full-Time,Data Engineer,123500,US,Medium
Senior-Level,Full-Time,Data Science Manager,198200,US,Medium
Senior-Level,Full-Time,Data Scientist,143250,US,Medium
Mid-Level,Full-Time,Data Analyst,150000,US,Medium
Senior-Level,Full-Time,Data Engineer,194500,US,Medium
Mid-Level,Full-Time,Research Engineer,73000,US,Medium
Mid-Level,Full-Time,Data Engineer,169000,US,Medium
Senior-Level,Full-Time,Data Scientist,136000,US,Medium
Senior-Level,Full-Time,Finance Data Analyst,61896,GB,Large
Senior-Level,Full-Time,Machine Learning Engineer,331640,US,Medium
Mid-Level,Full-Time,BI Developer,80000,US,Medium
Senior-Level,Full-Time,Research Scientist,132500,US,Medium
Senior-Level,Full-Time,Data Scientist,203649,US,Medium
Senior-Level,Full-Time,Research Scientist,125000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,145000,US,Medium
Senior-Level,Full-Time,Data Lead,350000,US,Medium
Senior-Level,Full-Time,Data Scientist,153600,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,220600,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,165600,US,Large
Mid-Level,Full-Time,Data Scientist,72700,US,Medium
Senior-Level,Full-Time,Data Science,180000,US,Medium
Senior-Level,Full-Time,Data Scientist,145900,US,Medium
Senior-Level,Full-Time,Data Engineer,160000,US,Medium
Senior-Level,Full-Time,Business Intelligence Developer,66825,US,Medium
Senior-Level,Full-Time,Research Scientist,321000,US,Medium
Senior-Level,Full-Time,Data Engineer,172900,US,Medium
Mid-Level,Full-Time,Data Analyst,154000,US,Medium
Senior-Level,Full-Time,Data Engineer,95000,US,Medium
Senior-Level,Full-Time,ML Engineer,202353,US,Medium
Senior-Level,Full-Time,Data Engineer,209100,US,Large
Senior-Level,Full-Time,Machine Learning Engineer,145400,US,Medium
Entry-Level,Full-Time,Data Scientist,49268,DE,Small
Mid-Level,Full-Time,Data Science,57753,GB,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,225000,US,Medium
Entry-Level,Full-Time,Data Engineer,160000,US,Medium
Mid-Level,Full-Time,Analytics Engineer,148000,US,Medium
Senior-Level,Full-Time,AI Scientist,125000,CO,Large
Executive-Level,Full-Time,Data Engineer,234000,US,Medium
Entry-Level,Full-Time,Data Analyst,47500,US,Medium
Executive-Level,Full-Time,Data Engineer,174500,US,Medium
Senior-Level,Full-Time,Research Scientist,145900,US,Medium
Senior-Level,Full-Time,Data Analyst,94400,US,Medium
Senior-Level,Full-Time,Data Architect,159500,US,Medium
Entry-Level,Full-Time,Data Analyst,87400,US,Medium
Senior-Level,Full-Time,Data Engineer,253200,US,Medium
Mid-Level,Full-Time,Research Scientist,126080,DE,Small
Senior-Level,Full-Time,Business Intelligence Developer,138000,US,Medium
Mid-Level,Full-Time,ML Engineer,235000,US,Medium
Senior-Level,Full-Time,Data Analyst,89200,US,Medium
Senior-Level,Full-Time,Data Engineer,161000,US,Medium
Entry-Level,Full-Time,Data Integration Engineer,135000,US,Medium
Senior-Level,Full-Time,Data Engineer,168400,US,Medium
Senior-Level,Full-Time,Data Architect,185000,US,Medium
Senior-Level,Full-Time,Data Analyst,150000,US,Medium
Senior-Level,Full-Time,Data Analyst,72000,US,Medium
Senior-Level,Full-Time,Data Developer,130000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,152022,US,Medium
Mid-Level,Full-Time,Machine Learning Research Engineer,73824,GB,Large
Senior-Level,Full-Time,Data Engineer,140000,US,Medium
Senior-Level,Full-Time,Data Analyst,94770,US,Medium
Senior-Level,Full-Time,Research Engineer,168000,US,Medium
Senior-Level,Full-Time,Data Operations Analyst,82000,US,Medium
Mid-Level,Full-Time,Data Science,80000,US,Medium
Senior-Level,Full-Time,Data Engineer,245000,US,Medium
Senior-Level,Full-Time,Data Engineer,199000,US,Medium
Mid-Level,Full-Time,Data Developer,95000,US,Medium
Senior-Level,Full-Time,Data Scientist,203000,US,Medium
Senior-Level,Full-Time,Data Scientist,172000,US,Medium
Senior-Level,Full-Time,Data Scientist,71250,US,Medium
Senior-Level,Full-Time,Data Analyst,36773,ES,Medium
Mid-Level,Full-Time,Data Analyst,120000,US,Medium
Senior-Level,Full-Time,Data Scientist,175000,US,Medium
Senior-Level,Full-Time,Data Scientist,234700,US,Medium
Senior-Level,Full-Time,Data Scientist,160000,US,Medium
Senior-Level,Full-Time,Data Scientist,130000,US,Medium
Senior-Level,Full-Time,Data Scientist,101500,US,Medium
Senior-Level,Full-Time,Data Scientist,208000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,250900,US,Medium
Senior-Level,Full-Time,Applied Scientist,222200,US,Large
Senior-Level,Full-Time,Data Engineer,153600,US,Medium
Senior-Level,Full-Time,Data Analyst,95717,NL,Medium
Senior-Level,Full-Time,Data Scientist,240000,US,Medium
Senior-Level,Full-Time,Data Scientist,141525,US,Medium
Senior-Level,Full-Time,Data Scientist,67500,US,Medium
Senior-Level,Full-Time,Data Engineer,110000,US,Medium
Senior-Level,Full-Time,Data Scientist,172100,US,Medium
Senior-Level,Full-Time,Research Engineer,300000,GB,Medium
Mid-Level,Full-Time,BI Developer,106100,US,Medium
Senior-Level,Full-Time,Data Scientist,183500,US,Medium
Senior-Level,Full-Time,Data Scientist,157850,US,Medium
Mid-Level,Full-Time,Data Analyst,80000,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,130000,US,Medium
Mid-Level,Full-Time,Data Engineer,140900,US,Medium
Senior-Level,Full-Time,ML Engineer,145000,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,160000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,165000,US,Medium
Mid-Level,Full-Time,Analytics Engineer,116550,US,Medium
Senior-Level,Full-Time,Data Engineer,95000,US,Medium
Mid-Level,Full-Time,Data Analyst,80000,US,Medium
Mid-Level,Full-Time,Analytics Engineer,117400,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,204500,US,Medium
